label,description,category,subject,placeLabel,placeLocality,timeBegin,timeEnd,url
Event name: Angela Amico  et Christian Delagrange « Vous et eux »," Event description: Angela Amico vous emmène en Italie puis Christian Delagrange vous interprète ses plus grands succès… Pour commencer la soirée, Angela Amico vous emmène en Italie, son pays d’origine, à la rencontre de chansons à succès italien que le public pourra fredonner  avec elle… en allégresse et bonheur… De la tarentelle sicilienne avec Abballati, à la baie de Napoli avec « Caruso, en passant par Rome avec « Volare, Azzurro, Marina, Dimmi quando… » sans oublier les plus grandes mélodies romantiques comme « Vivo per lei » et bien d’autres qu’elle saura vous interpréter de tout son cœur, de toute son âme, avec émotion et sincérité.
Puis elle laissera place à Christian Delagrange, pour que, entre « vous et lui », avec tendresse et partage, il vous interprète ses plus grands succès tant attendus de Rosetta à Tendre Cathy. Chaque rencontre avec son public est une belle occasion pour lui d’offrir toute sa sensibilité en livrant le meilleur de lui-même, en émotion et en sourire.
Et quand les voix s’unissent et se mélangent, on pourrait entendre la voix des anges…Dans Angela, il y a Ange et dans Delagrange, se cache aussi un Ange… Pour unir deux répertoires et deux artistes et pour votre plus grand plaisir, de sublimes duos vous seront réservés. Angela Amico, de sa voix et de charme à l’italienne et Christian Delagrange, de sa voix puissante à fleur de peau.
Pour votre plus bonheur, votre soirée du 18 novembre 2017 entre « Vous et Eux »",Event category: Culturelle,Event subject: Culturelle,Event place: ,Event place location: ,Event time begin: 2017-11-18T20:30:00Z,Event time end: 2017-11-18T00:00:00Z,http://data.linkedevents.org/event/3fc6c092-a75c-371b-9fad-39a560822c5c
Event name: Louez un canot pneumatique rigide pour un maximum de 8 personnes à Saint-Tropez - permis requis," Event description: Vous découvrirez la beauté de la côte d'Azur dans les environs de Saint-Tropez, l'endroit le plus chaud à visiter en France en louant ce bateau. Vous pouvez être jusqu'à 8 personnes à bord.Vous découvrirez la beauté de la côte d'Azur dans les environs de Saint-Tropez, l'endroit le plus chaud à visiter en France en louant ce bateau. Vous pouvez être jusqu'à 8 personnes à bord.Partez à bord d'un de nos confortables bateaux depuis le port de Saint-Tropez pour une journée inoubliable. Que se soit pour la pêche, la plongée, les sports nautiques, ou tout simplement pour admirer les magnifiques eaux turquoise de la côte d'Azur, montez à bord avec vos amis ou votre famille pour une journée entière sur l'eau (encore plus si vous le préférez). Découvrez Saint-Tropez, Port Grimaud, le Cap Taillat, Sainte-Maxime ou Saint-Raphaël...

1 jour

320,00
290.42
381.75",Event category: Location de bateaux,Event subject: ,Event place: Saint-Tropez,Event place location: Saint-Tropez,Event time begin: 2018-07-24T16:29:00Z,Event time end: 2020-07-24T16:29:00Z,http://data.linkedevents.org/event/3fd634ab-3378-3fa1-8d12-3cc5a3f123a5
Event name: Zéro déchet," Event description: Lieu: Médiathèque Albert Camus - 19 Boulevard Gustave ChancelDate: 6 Avril 2019 Zéro déchet
Samedi 6 avril à 10h
Ateliers avec Univalom, syndicat mixte pour la valorisation des déchets ménagers et l’association Zéro déchet d’Antibes dans le cadre d’une opération sur Antibes avec des familles participatives.« Faisons la fête sans produire de déchet : apéros, pique-nique… »
Salle d’activités, niveau 2Entrée libre, dans la limite des places disponibles.Médiathèque Camus, 19 Boulevard ChancelTel : 04 92 19 75 80",Event category: ,Event subject: ,Event place: Médiathèque Albert Camus,Event place location: Antibes,Event time begin: 2019-04-06T00:00:00Z,Event time end: 2019-04-06T23:59:00Z,http://data.linkedevents.org/event/4023e74d-9bec-3bbb-b223-7bdd4802ff1a
Event name: Snorkeling trip with POSEIDON Nice dive center : Enjoy & relax !," Event description: Come on board from the port of Nice to discover the treasures of  the Mediterranean's marine life of Villefranche bay, one of the most beautiful bay of the world. 
From the surface on a shallow water without guide, put your face in the water and just open yours eyes ! 
Full equipment is provided. 

2 departures available per day except on Sunday: 
9:00am, back noon and  2:00, back 5:00pm 

8 years old minimum with an adult. 
Of course you know how to swim without life jacket (...!!)Come on board from the port of Nice to discover the treasures of  the Mediterranean's marine life of Villefranche bay, one of the most beautiful bay of the world. 
From the surface on a shallow water without guide, put your face in the water and just open yours eyes ! 
Full equipment is provided. 

2 departures available per day except on Sunday: 
9:00am, back noon and  2:00, back 5:00pm 

8 years old minimum with an adult. 
Of course you know how to swim without life jacket (...!!)Meeting at the POSEIDON diving center on the port of Nice; try on the equipment (flippers, mask, wetsuit...) before go on board to a 20 minutes coastal cruise to the snorkeling site. Just relax and appreciate the view of the French riviera.
On site, safety rules briefing and let's go snorkeling ! 
Enjoy, you are free to practice as you wish around the boat close to the coast in a shallow water.
After the activity, take a sun bath during the way back to the port.

Total duration around  3 hours.
2 departures available per day except on Sunday:
9:00am, back noon and  2:15, back 5:00pm

8 years old minimum with an adult.
Of course you can swim (...)

2.5 to 3 hrs

25,00
22.69
29.82",Event category: Autres sports aquatiques,Event subject: ,Event place: Nice,Event place location: Nice,Event time begin: 2018-07-24T16:29:00Z,Event time end: 2020-07-24T16:29:00Z,http://data.linkedevents.org/event/4036efb2-1420-3563-8af4-f275a65a2aa2
Event name: 10e salon du vin et de la gastronomie," Event description: Lieu: AzurArena Antibes - Rue Henri LaugierDate: 27 Octobre 2017  - 29 Octobre 2017 10e salon du vin et de la gastronomie
Du 27 au 29 octobre
Pour la 10e année, le Kiwanis Club d’Antibes Juan les-Pins organise, en partenariat avec le club Kiwanis de Cannes, le salon du vin et de la gastronomie.
Du 27 au 29 octobre à l’Azurarena, les visiteurs pourront rencontrer plus de 70 exposants et découvrir, goûter les meilleurs crus et les spécialités culinaires de diverses régions, grâce aux nombreux viticulteurs et métiers de bouche présents ou aux ateliers de démonstrations culinaires.
Les bénéfices de ce salon permettent de financer des actions en faveur des enfants (activités d’éveil pour autistes, financement de la recherche contre la mucoviscidose, jardins d’enfants, sorties en montagne et en mer pour enfants défavorisés, financement et organisation d’activités culturelles et sportives comme sponsoring d’équipes sportives de jeunes ou organisation du festival de théâtre des écoles).
DE 14H30 À 19H LE VENDREDI, DE 10H À 20H LE SAMEDI ET DE 10H À 18H LE DIMANCHE. ENTRÉE 5 € AVEC UN VERRE OFFERT À CHAQUE VISITEUR. PARKING GRATUIT.INFOS SUR KIWANISANTIBES.COM",Event category: ,Event subject: ,Event place: AzurArena Antibes,Event place location: Antibes,Event time begin: 2017-10-27T00:00:00Z,Event time end: 2017-10-29T23:59:00Z,http://data.linkedevents.org/event/403c61c8-4284-35d9-b593-17b964a95d3a
Event name: Canela Fina (cirque)," Event description: Une impressionnante fable aérienne qui porte l’amitié et l’échange entre les peuples haut dans le ciel, jusqu’à toucher les étoiles... Librement inspiré du roman éponyme de Mário de Andrade, Macunaima est un héros «sans aucun caractère». Issu d’un pays imaginaire, il est noir à sa naissance et devient blanc. Dans cette histoire, tout est affaire de mutations, celles du corps révélées par la danse, les marionnettes et les acrobaties aériennes, et celles de l’esprit.

Alexandre Haffner est designer, concepteur des décors et structures scénographiques des Farfadais et ses artistes sont réputés être les meilleurs acrobates dans le monde du cirque. Lui-même est grimpeur et acrobate aérien. Avec Solange Lima, artiste de cirque, comédienne et marionnettiste brésilienne, ils ont construit un univers coloré, festif et irréel, «une fête pour les sens et l’esprit.» Et le rêve devient réalité...

Ce spectacle, présenté à l’occasion du Festival du Livre de Mouans-Sartoux, est une re-création coproduite par le TDG.",Event category: Culturelle,Event subject: Culturelle,Event place: Canela Fina (cirque),Event place location: Mouans-Sartoux,Event time begin: 2017-10-08T15:00:00Z,Event time end: 2017-10-08T00:00:00Z,http://data.linkedevents.org/event/4043dff3-7fcb-3e03-990d-4225011283be
Event name: Estivales d'août à Roquebillière, Event description: ,Event category: ,Event subject: ,Event place: Roquebillière,Event place location: Roquebillière,Event time begin: 2019-08-01T09:00:00Z,Event time end: 2019-08-31T20:00:00Z,http://data.linkedevents.org/event/40466477-8e6a-35d7-bc13-ad8f3002a939
Event name: Messes d'avril en Vésubie, Event description: ,Event category: ,Event subject: ,Event place: Vallée de la Vésubie,Event place location: Vallée de la Vésubie,Event time begin: 2019-04-01T07:30:00Z,Event time end: 2019-04-30T20:30:00Z,http://data.linkedevents.org/event/404e98b3-fa17-34e8-92a9-2eaf0b255a7b
Event name: La chaise," Event description: Lieu: Théâtre du Tribunal - 5 place Amiral Barnaud Date: 24 Avril 2019  - 27 Avril 2019 La chaise
Du mercredi 24 au samedi 27 avril à 20h30
Spectacle de Gilles Azzopardi, Mise en scène Murielle Hachet. Avec Gilles Azzopardi et Mathieu Labrouche
Deux personnages, une seule chaise... Situation de crise !Dans un lieu indéfini, deux hommes que tout oppose, aperçoivent une chaise et s’y précipitent mais seul l’un des deux pourra s’y asseoir. Furibard, l’autre va tenter de l’obtenir... à tout prix. Au fil de l’histoire les personnages vont se révéler et leurs intentions aussi.
Tarifs: 15 €, réduit 13 € (séniors (+65 ans), comités d’entreprise, intermittents, FNCTA, handicapés, groupe (8 personnes minimum), pôle emploi, familles nombreuses, adhérents); plus que réduit 11 € (étudiants, Carte LOL, enfants (- 12 ans), CE en pré-vente); Abonnement 5 spectacles pour 1 an : 50 €.Réservations au 06 43 44 38 21Théâtre Le Tribunal, 5 Place Amiral Barnaud.",Event category: ,Event subject: ,Event place: Théâtre du Tribunal,Event place location: Antibes,Event time begin: 2019-04-24T00:00:00Z,Event time end: 2019-04-27T23:59:00Z,http://data.linkedevents.org/event/40536c1b-6074-3605-a969-a69af8e5bdc4
Event name: Théâtre « Diktat »," Event description: Représentation donnée au profit d’Amnesty International par la compagnie de la Cordée. À travers ce duo captivant, Enzo Cormann aborde avec grande finesse les questions de conscience politique et d’humanité qui font si souvent défaut, de nos jours. Diktat est un drame. Il se déroule vingt-cinq ans après une guerre civile dans un pays supposé de l’Europe de l’Est, ou ailleurs. Piet et sa demi-sœur Val*, qui avaient choisi des camps opposés, se retrouvent après toutes ces années de séparation. Piet s’apprête à mener une brillante carrière politique dans le gouvernement du peuple majoritaire, le peuple « trace » ; Val, issue du peuple « tribe », fut portée disparue durant vingt-cinq ans avant de ressurgir de l’ombre. Mais leurs retrouvailles sont loin d’être pacifiques : Val a décidé de prendre son demi-frère en otage afin de venger son peuple.
Ce huis clos va confronter ces deux protagonistes et, à travers eux, leurs ethnies respectives. Qui sera le vainqueur, qui sera le vaincu ? Lequel incarne l’oppresseur et lequel l’opprimé ? L’auteur ne veut pas répondre à ces interrogations, laissant à chacun le choix d’une prise de position… ou pas.",Event category: Culturelle,Event subject: Culturelle,Event place: ,Event place location: ,Event time begin: 2017-09-16T20:30:00Z,Event time end: 2017-09-16T00:00:00Z,http://data.linkedevents.org/event/406a5b75-1ea0-3ded-a1ad-a53b4c31046d
"Event name: Eté théâtral à Opio ""Les mardis à l'amphi""- LE HANGAR  le 1 août"," Event description: Une Comédie champêtre de Valérie D’Amodio 
Avec ‘Le Hangar’, Valérie D’Amodio ajoute à son palmarès une nouvelle pièce : une comédie bucolique très rafraîchissante fortement recommandée pour soigner les plaies d’ennuis ! Le pitch / Magalie, une baba cool sur le retour, fait l’achat d’un hangar dans un village perdu avec l’argent de son amie Sophie, une femme d’affaires qui mène son petit monde avec un gant de fer ; dans le but d’en faire un restaurant.
La tâche ne sera pas facile, entre un peintre qui sort de prison et le prêtre du village qui va s’en mêler.
Quatre personnages que tout oppose et qui vont créer un joyeux méli-mélo pour ouvrir un resto !
www.the4tre.fr
En cas de pluie, l'évènement aura lieu à la salle polyvalente 4 route de Nice",Event category: Culturelle,Event subject: Culturelle,"Event place: Eté théâtral à Opio ""Les mardis à l'amphi""- LE HANGAR  le 1 août",Event place location: Opio,Event time begin: 2017-08-01T21:00:00Z,Event time end: 2017-08-01T00:00:00Z,http://data.linkedevents.org/event/4072f849-2520-322c-bfba-ef6f42e2e181
Event name: Antibes Bike Rental," Event description: Discover  Antibes and Juan-les-Pins by renting one beautiful beach cruiser bikes for a day. Enjoy cycling in the old town of Antibes. Follow the coastline boulevard along the beach, or in the old port passing in front luxurious yachts. All the equipment is provided and a map for you to know where to go and what to see in Antibes. Cycle further to visit other lovely French Riviera cities.Discover  Antibes and Juan-les-Pins by renting one beautiful beach cruiser bikes for a day. Enjoy cycling in the old town of Antibes. Follow the coastline boulevard along the beach, or in the old port passing in front luxurious yachts. All the equipment is provided and a map for you to know where to go and what to see in Antibes. Cycle further to visit other lovely French Riviera cities.Rent a bicycle in Antibes for a day. Enjoy riding a bike – it is the cheapest and the most convenient way to move around, besides being ecological and fast. The professional staff will welcome you and will tell you everything about the bikes and the city so you can ride safely. The beach cruisers are very comfortable, light and made of a very good quality. They are being maintained regularly and delivered in a perfect condition. The price includes a bike, a map with the itinerary, a description in English, a lock and a helmet if desired. On request you can also add a basket to your bicycle. Cycle the city of Antibes and Juan les pins  along the sandy beaches. Equipped with your lock, you can make various stops to take numerous pictures, explore the shops and have a coffee or an ice-cream. This is the best way to fully explore the city.

Flexible

20,00
18.15
23.86",Event category: Circuits et visites touristiques,Event subject: ,Event place: Antibes,Event place location: Antibes,Event time begin: 2018-07-24T16:29:00Z,Event time end: 2020-07-24T16:29:00Z,http://data.linkedevents.org/event/407bec9d-efed-3e35-9f5d-b971c4000a06
